category,page_url,page_title,content_id,guidance_proposition_id,guidance_proposition_text,section_locator,source_paragraphs,comparison_id,relationship,confidence,cosine_score,bert_score_f1,explanation,assessment_status,coverage_result,candidate_count,reportable_comparison_count,ungrounded_candidate_count,law_proposition_id,law_proposition_text,law_source_record_id,law_name,law_url,law_provision_url,law_short_name,law_label,law_fragment_locator
ssafo-nitrates,https://www.gov.uk/guidance/grassland-derogations-for-livestock-manure-in-nitrate-vulnerable-zones,Grassland derogations for livestock manure in nitrate vulnerable zones,5fa75896-7631-11e4-a3cb-005056011aef,susan-41dbc58cc6ea1113-57,"By 1 March of each year in which a farmer has a derogation, they must have recorded the numbers and type of livestock they expect to have on their holding during the remaining part of the calendar year.",,"By 1 March of each year in which you have a derogation, you must have the following information recorded:
the numbers and type of livestock you expect to have on your holding during the remaining part of the calendar year",m-9208fa73,GROUNDED,high,0.7638,,"Paragraph 14(3) sets the 1 March deadline for records required under paragraph 14, directly corroborating the timing element of the guidance. Taken together with paragraph 14(1), this fully supports the guidance.",COMPLETE,HAS_REPORTABLE_COMPARISON,9,2,7,bcand:c5f1228f9ce5953e,A record required under paragraph 14 must be made by 1st March for the calendar year concerned.,lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/schedule/3/paragraph/14,,,schedule:3:paragraph:14:subparagraph:3
ssafo-nitrates,https://www.gov.uk/guidance/grassland-derogations-for-livestock-manure-in-nitrate-vulnerable-zones,Grassland derogations for livestock manure in nitrate vulnerable zones,5fa75896-7631-11e4-a3cb-005056011aef,susan-41dbc58cc6ea1113-57,"By 1 March of each year in which a farmer has a derogation, they must have recorded the numbers and type of livestock they expect to have on their holding during the remaining part of the calendar year.",,"By 1 March of each year in which you have a derogation, you must have the following information recorded:
the numbers and type of livestock you expect to have on your holding during the remaining part of the calendar year",m-437641f3,GROUNDED,high,0.7617,,"Paragraph 14(1) precisely requires recording the expected number and category (type) of livestock on the holding during the derogation year, matching the substantive content of the guidance. The guidance accurately restates this obligation.",COMPLETE,HAS_REPORTABLE_COMPARISON,9,2,7,bcand:b78d53d22a69d16a,"The occupier must make a record of the expected number of livestock animals to be kept on the holding during the calendar year to which the derogation relates, and the category for each animal by reference to the categories in Schedule 1.",lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/schedule/3/paragraph/14,,,schedule:3:paragraph:14:subparagraph:1
ssafo-nitrates,https://www.gov.uk/guidance/grassland-derogations-for-livestock-manure-in-nitrate-vulnerable-zones,Grassland derogations for livestock manure in nitrate vulnerable zones,5fa75896-7631-11e4-a3cb-005056011aef,susan-41dbc58cc6ea1113-58,"By 1 March of each year in which a farmer has a derogation, they must have recorded an estimate of the manure nitrogen and phosphate that their livestock will produce during the current calendar year.",,"By 1 March of each year in which you have a derogation, you must have the following information recorded:
an estimate of the manure nitrogen and phosphate that your livestock will produce during the current calendar year",m-d79e2c68,GROUNDED,high,0.7673,,"This provision directly requires the occupier to calculate and record the amount of nitrogen and phosphate in manure expected to be produced by livestock on the holding during the year, which matches the substance of the guidance (an estimate of manure nitrogen and phosphate from livestock).",COMPLETE,HAS_REPORTABLE_COMPARISON,14,2,12,bcand:8d7162b402e56536,"Having complied with the duty under sub-paragraph (1), the occupier must calculate and record the amount of nitrogen and phosphate in manure expected to be produced by the livestock on the holding during that year by reference to Schedule 1.",lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/schedule/3/paragraph/14,,,schedule:3:paragraph:14:subparagraph:2
ssafo-nitrates,https://www.gov.uk/guidance/grassland-derogations-for-livestock-manure-in-nitrate-vulnerable-zones,Grassland derogations for livestock manure in nitrate vulnerable zones,5fa75896-7631-11e4-a3cb-005056011aef,susan-41dbc58cc6ea1113-58,"By 1 March of each year in which a farmer has a derogation, they must have recorded an estimate of the manure nitrogen and phosphate that their livestock will produce during the current calendar year.",,"By 1 March of each year in which you have a derogation, you must have the following information recorded:
an estimate of the manure nitrogen and phosphate that your livestock will produce during the current calendar year",m-5b6c1101,GROUNDED,high,0.752,,"This provision establishes the 1 March deadline for the record required under paragraph 14, directly supporting the guidance's statement that the record must be made by 1 March of each year in which the farmer has a derogation.",COMPLETE,HAS_REPORTABLE_COMPARISON,14,2,12,bcand:c5f1228f9ce5953e,A record required under paragraph 14 must be made by 1st March for the calendar year concerned.,lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/schedule/3/paragraph/14,,,schedule:3:paragraph:14:subparagraph:3
ssafo-nitrates,https://www.gov.uk/guidance/grassland-derogations-for-livestock-manure-in-nitrate-vulnerable-zones,Grassland derogations for livestock manure in nitrate vulnerable zones,5fa75896-7631-11e4-a3cb-005056011aef,susan-41dbc58cc6ea1113-59,A derogation holder must send the Environment Agency details about their farming practices and fertiliser use for the period 1 January to 31 December by 30 April in the year following the derogation.,section:submit-your-fertilisation-account,You must send the EA details about your farming practices and fertiliser use for the period 1 January to 31 December. You must send the details by 30 April in the year following the derogation. This is your fertilisation account.,,,,,,,COMPLETE,ONLY_UNGROUNDED_CANDIDATES,15,0,15,,,,,,,,,
ssafo-nitrates,https://www.gov.uk/guidance/grassland-derogations-for-livestock-manure-in-nitrate-vulnerable-zones,Grassland derogations for livestock manure in nitrate vulnerable zones,5fa75896-7631-11e4-a3cb-005056011aef,susan-41dbc58cc6ea1113-6,"A farmer cannot obtain permission to use more than 170kg of nitrogen per hectare from non-grazing livestock (veal calves, pigs, or poultry) and must keep within the 170kg per hectare limit for such livestock.",section:eligibility-for-a-grassland-derogation,"You cannot get permission to use more nitrogen from non-grazing livestock (veal calves, pigs or poultry) and must keep within the 170kg per hectare limit.",m-97961b87,GROUNDED,high,0.7768,,"The surrounding guidance explicitly states that 'A livestock manure holder in a nitrate vulnerable zone may apply up to 170kg per hectare of nitrogen in livestock manure on their holding in each calendar year' and that 'The 170kg per hectare nitrogen loading limit applies as an average across the whole holding, including manure deposited directly by grazing livestock and what is spread', thereby c",COMPLETE,HAS_REPORTABLE_COMPARISON,4,1,3,bcand:44654d1fd1959fe9,"The occupier of a holding must ensure that, in any calendar year, the total amount of nitrogen in livestock manure applied to the holding (whether directly by an animal or by spreading) does not exceed 170 kg multiplied by the area of the holding in hectares.",lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/regulation/7/1,,,regulation:7:paragraph:1
ssafo-nitrates,https://www.gov.uk/guidance/grassland-derogations-for-livestock-manure-in-nitrate-vulnerable-zones,Grassland derogations for livestock manure in nitrate vulnerable zones,5fa75896-7631-11e4-a3cb-005056011aef,susan-41dbc58cc6ea1113-60,"A derogation holder's fertilisation account must show the total agricultural area of their derogated holding and the area in hectares covered by specified crops including winter wheat, spring wheat, winter barley, spring barley, winter oilseed rape, sugar beet, potatoes, forage maize, and grass.",,"Your fertilisation account must show the total agricultural area of your derogated holding and the area (in hectares) covered by each of the following crops:
winter wheat
spring wheat
winter barley
spring barley
winter oilseed rape
sugar beet
potatoes
forage maize
grass",m-77f6d7b8,GROUNDED,high,0.78,,"Neighbouring propositions explicitly cover both omissions: 'other crops' is addressed in the fertilisation account proposition, and the number and category of livestock requirement is covered by the fertilisation plan proposition about livestock numbers and categories.",COMPLETE,HAS_REPORTABLE_COMPARISON,13,1,12,bcand:1b99ae650c93657e,"The accounts must record the total agricultural area of the holding, the area covered by each specified crop type (winter wheat, spring wheat, winter barley, spring barley, winter oilseed rape, sugar beet, potatoes, forage maize, grass, and other crops), and the number and category of animals kept on the holding by reference to Schedule 1.",lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/schedule/3/paragraph/19,,,schedule:3:paragraph:19:subparagraph:3:item:a
ssafo-nitrates,https://www.gov.uk/guidance/grassland-derogations-for-livestock-manure-in-nitrate-vulnerable-zones,Grassland derogations for livestock manure in nitrate vulnerable zones,5fa75896-7631-11e4-a3cb-005056011aef,susan-41dbc58cc6ea1113-61,"The fertilisation account must show the area covered by other crops (for example, vegetables, lucerne, flowers), but the specific crop does not need to be named.",section:submit-your-fertilisation-account,"You need to show the area covered by other crops (for example, vegetables, lucerne, flowers), but the specific crop does not need to be named.",,,,,,,COMPLETE,NO_CANDIDATES_FOUND,0,0,0,,,,,,,,,
ssafo-nitrates,https://www.gov.uk/guidance/grassland-derogations-for-livestock-manure-in-nitrate-vulnerable-zones,Grassland derogations for livestock manure in nitrate vulnerable zones,5fa75896-7631-11e4-a3cb-005056011aef,susan-41dbc58cc6ea1113-62,The fertilisation plan must show the number and category of livestock kept on the farm and the amount of nitrogen and phosphate in the manure they produce.,,"Your fertilisation plan must also show the:
number and category of livestock kept on your farm, and the amount of nitrogen and phosphate in the manure they produce (according to the categories in the standard values tables ( 128 KB ) )",,,,,,,COMPLETE,ONLY_UNGROUNDED_CANDIDATES,15,0,15,,,,,,,,,
ssafo-nitrates,https://www.gov.uk/guidance/grassland-derogations-for-livestock-manure-in-nitrate-vulnerable-zones,Grassland derogations for livestock manure in nitrate vulnerable zones,5fa75896-7631-11e4-a3cb-005056011aef,susan-41dbc58cc6ea1113-63,"The fertilisation plan must show the amount and type of livestock manure brought on or sent off the farm, together with the total amount of nitrogen and phosphate in that manure.",section:submit-your-fertilisation-account,"amount and type of livestock manure brought on or sent off your farm, together with the total amount of nitrogen and phosphate in that manure",,,,,,,COMPLETE,NO_CANDIDATES_FOUND,0,0,0,,,,,,,,,
ssafo-nitrates,https://www.gov.uk/guidance/grassland-derogations-for-livestock-manure-in-nitrate-vulnerable-zones,Grassland derogations for livestock manure in nitrate vulnerable zones,5fa75896-7631-11e4-a3cb-005056011aef,susan-41dbc58cc6ea1113-64,"The fertilisation plan must show the weight in tonnes and nitrogen content of all manufactured nitrogen fertiliser stocks kept on, brought in, or sent off the farm during the calendar year.",section:submit-your-fertilisation-account,"weight in tonnes and nitrogen content of all manufactured nitrogen fertiliser stocks kept on, brought in or sent off your farm during the calendar year",,,,,,,COMPLETE,ONLY_UNGROUNDED_CANDIDATES,10,0,10,,,,,,,,,
ssafo-nitrates,https://www.gov.uk/guidance/grassland-derogations-for-livestock-manure-in-nitrate-vulnerable-zones,Grassland derogations for livestock manure in nitrate vulnerable zones,5fa75896-7631-11e4-a3cb-005056011aef,susan-41dbc58cc6ea1113-65,The Environment Agency may inspect a derogation holder's farm to make sure they are meeting the conditions of their derogation.,,The EA may inspect your farm to make sure you're meeting conditions of your derogation.,,,,,,,COMPLETE,ONLY_UNGROUNDED_CANDIDATES,15,0,15,,,,,,,,,
ssafo-nitrates,https://www.gov.uk/guidance/grassland-derogations-for-livestock-manure-in-nitrate-vulnerable-zones,Grassland derogations for livestock manure in nitrate vulnerable zones,5fa75896-7631-11e4-a3cb-005056011aef,susan-41dbc58cc6ea1113-7,A farmer whose derogation application is successful must comply with the conditions of the derogation and the NVZ rules.,section:eligibility-for-a-grassland-derogation,You must comply with the conditions of a derogation and the NVZ rules if your application is successful.,m-cb4bdd10,GROUNDED,high,0.692,,"This Schedule 3 heading (read with Regulation 36(4)) is the direct legal basis for the rule that a derogation is subject to conditions, accurately reflected by the guidance's statement that a successful applicant must comply with the derogation conditions and NVZ rules.",COMPLETE,HAS_REPORTABLE_COMPARISON,5,3,2,bcand:0668981f10fe0172,"A derogation from the nitrate action programme requirements is subject to the conditions set out in Schedule 3, as provided under Regulation 36(4).",lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/schedule/3%20%E2%80%94%20heading%20%27the%20derogation%20conditions%20regulation%2036%284%29%27,,,schedule:3 — heading 'The derogation conditions Regulation 36(4)'
ssafo-nitrates,https://www.gov.uk/guidance/grassland-derogations-for-livestock-manure-in-nitrate-vulnerable-zones,Grassland derogations for livestock manure in nitrate vulnerable zones,5fa75896-7631-11e4-a3cb-005056011aef,susan-41dbc58cc6ea1113-7,A farmer whose derogation application is successful must comply with the conditions of the derogation and the NVZ rules.,section:eligibility-for-a-grassland-derogation,You must comply with the conditions of a derogation and the NVZ rules if your application is successful.,m-743b26da,GUIDANCE_INCOMPLETE,medium,0.7191,,"This clause sets out one specific derogation condition (maintaining ≥80% grass cover). The guidance says farmers must comply with all derogation conditions but does not spell out this specific requirement, so the guidance is incomplete relative to this particular mandatory condition.",COMPLETE,HAS_REPORTABLE_COMPARISON,5,3,2,bcand:28d85db388e168d8,The occupier must maintain the holding to ensure that at least 80% of the agricultural area is sown with grass during the calendar year to which the derogation applies.,lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/schedule/3/paragraph/8,,,schedule:3:paragraph:8
ssafo-nitrates,https://www.gov.uk/guidance/grassland-derogations-for-livestock-manure-in-nitrate-vulnerable-zones,Grassland derogations for livestock manure in nitrate vulnerable zones,5fa75896-7631-11e4-a3cb-005056011aef,susan-41dbc58cc6ea1113-7,A farmer whose derogation application is successful must comply with the conditions of the derogation and the NVZ rules.,section:eligibility-for-a-grassland-derogation,You must comply with the conditions of a derogation and the NVZ rules if your application is successful.,m-6d76874d,GUIDANCE_INCOMPLETE,medium,0.6885,,This clause specifies that a derogation ceases to have effect unless the occupier sends a written declaration to the Agency that Schedule 3 conditions will be met — a specific procedural compliance step. The guidance refers only to complying with conditions generally and omits this written-declaration requirement.,COMPLETE,HAS_REPORTABLE_COMPARISON,5,3,2,bcand:e6b40a3919b91922,A derogation granted under regulation 36 ceases to have effect unless the occupier to whom the derogation is granted has sent to the Agency a written declaration that the conditions set out in Schedule 3 (the derogation conditions) will be met in relation to the holding.,lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/regulation/36/4,,,regulation:36:paragraph:4
ssafo-nitrates,https://www.gov.uk/guidance/grassland-derogations-for-livestock-manure-in-nitrate-vulnerable-zones,Grassland derogations for livestock manure in nitrate vulnerable zones,5fa75896-7631-11e4-a3cb-005056011aef,susan-41dbc58cc6ea1113-8,A farmer may only apply for a grassland derogation if at least 80% of the agricultural area of their holding is grass.,section:eligibility-for-a-grassland-derogation,You can only apply for a derogation if at least 80% of the agricultural area of your holding is grass.,m-a36c132d,GROUNDED,high,0.8035,,"Regulation 36(1) states that an occupier may apply for a derogation where 80% or more of the agricultural area is sown with grass, which precisely matches the guidance's statement about the 80% grass eligibility condition for applying.",COMPLETE,HAS_REPORTABLE_COMPARISON,2,1,1,bcand:f27d068bf8f73e85,The occupier of a holding may apply to the Agency for a derogation where 80% or more of the agricultural area of the holding is sown with grass.,lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/regulation/36/1,,,regulation:36:paragraph:1
ssafo-nitrates,https://www.gov.uk/guidance/grassland-derogations-for-livestock-manure-in-nitrate-vulnerable-zones,Grassland derogations for livestock manure in nitrate vulnerable zones,5fa75896-7631-11e4-a3cb-005056011aef,susan-41dbc58cc6ea1113-9,"The agricultural area is the part of a holding used for agricultural purposes and does not include surface waters, areas of hardstanding, buildings or woodland (unless woodland is used for grazing), or any land covered by a greenhouse.",,"The agricultural area is the part of your holding you use for agricultural purposes. It does not include, for example:
surface waters
areas of hardstanding
buildings or woodland (unless the woodland is used for grazing)
any land covered by a greenhouse",m-27e1bdd4,GROUNDED,medium,0.7074,,"The law proposition provided is blank/empty, meaning there is no actual legal text to conflict with or be incomplete against; the verdict cannot stand without a law proposition to compare the guidance against.",COMPLETE,HAS_REPORTABLE_COMPARISON,4,1,3,bcand:2129d3e3b97ea7c2,The reference to 'agricultural area' in paragraph (1) does not include any land covered by a greenhouse.,lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/regulation/36/3,,,regulation:36:paragraph:3
ssafo-nitrates,https://www.gov.uk/guidance/storing-silage-slurry-and-agricultural-fuel-oil,"Storing silage, slurry and agricultural fuel oil",3c951850-eaec-44ee-bb0c-52e4e53a66fb,susan-ef92f343b178a474-1,"A farmer must follow the rules for storing silage, slurry or agricultural fuel oil.",section:intro,"You must follow these rules if you store silage, slurry or agricultural fuel oil.",m-449ab7c0,GROUNDED,medium,0.7052,,"The surrounding guidance extensively covers the specific procedural notification requirement (14 days' notice before construction) and the broader storage rules, meaning the guidance as a whole is not incomplete with respect to the law proposition's notice obligation.",COMPLETE,HAS_REPORTABLE_COMPARISON,11,1,10,bcand:1f6499c81586c44d,"A person who proposes to have custody or control of silage, slurry or fuel oil to be kept in a new or improved store must give the Agency notice specifying the type of silo or storage system and its location at least 14 days before work constructing the new or improved store is to be begun.",lex-e71fbbe3342ac0be,"The Water Resources (Control of Pollution) (Silage, Slurry and Agricultural Fuel Oil) (England) Regulations 2010",https://www.legislation.gov.uk/uksi/2010/639/contents/made,https://www.legislation.gov.uk/uksi/2010/639/regulation/9/2,,,regulation:9:paragraph:2
ssafo-nitrates,https://www.gov.uk/guidance/storing-silage-slurry-and-agricultural-fuel-oil,"Storing silage, slurry and agricultural fuel oil",3c951850-eaec-44ee-bb0c-52e4e53a66fb,susan-ef92f343b178a474-10,The Environment Agency may at any time serve a notice requiring a farmer to bring storage up to current standards if it believes there is a significant risk of pollution.,,The Environment Agency can also serve a notice at any time requiring you to bring storage up to the current standards if it believes there's a significant risk of pollution.,m-43a2e174,GROUNDED,medium,0.6646,,"Regulation 7(2) describes the standard the Agency must apply when specifying required works — reducing to a minimum any significant risk of pollution — which supports the guidance's framing that notices are issued where there is a significant risk of pollution. However, it is a supplementary provision to reg 7(1) rather than the primary anchor.",COMPLETE,HAS_REPORTABLE_COMPARISON,5,2,3,bcand:783f2bc4a00e0ed1,"The works, precautions or other steps required by a notice must be, in the opinion of the Agency, appropriate for reducing to a minimum any significant risk of pollution of controlled waters, having regard to the requirements of the Regulations.",lex-e71fbbe3342ac0be,"The Water Resources (Control of Pollution) (Silage, Slurry and Agricultural Fuel Oil) (England) Regulations 2010",https://www.legislation.gov.uk/uksi/2010/639/contents/made,https://www.legislation.gov.uk/uksi/2010/639/regulation/7/2,,,regulation:7:paragraph:2
ssafo-nitrates,https://www.gov.uk/guidance/storing-silage-slurry-and-agricultural-fuel-oil,"Storing silage, slurry and agricultural fuel oil",3c951850-eaec-44ee-bb0c-52e4e53a66fb,susan-ef92f343b178a474-10,The Environment Agency may at any time serve a notice requiring a farmer to bring storage up to current standards if it believes there is a significant risk of pollution.,,The Environment Agency can also serve a notice at any time requiring you to bring storage up to the current standards if it believes there's a significant risk of pollution.,m-5fd1b76a,GROUNDED,high,0.6552,,"Regulation 7(1) is the direct legal basis for the Agency's power to serve a notice requiring works or precautions on persons with custody or control of silage, slurry or fuel oil, accurately reflected by the guidance's statement about the Agency serving notices to bring storage up to standard where there is pollution risk.",COMPLETE,HAS_REPORTABLE_COMPARISON,5,2,3,bcand:23630cf4a53b5fc8,"The Agency may serve a notice on a person who has custody or control of silage, slurry or fuel oil, or is responsible for the silo, slurry storage system or fuel oil storage tank, in circumstances in which these Regulations apply, requiring that person to carry out works, or take precautions or other steps, specified in the notice.",lex-e71fbbe3342ac0be,"The Water Resources (Control of Pollution) (Silage, Slurry and Agricultural Fuel Oil) (England) Regulations 2010",https://www.legislation.gov.uk/uksi/2010/639/contents/made,https://www.legislation.gov.uk/uksi/2010/639/regulation/7/1,,,regulation:7:paragraph:1
ssafo-nitrates,https://www.gov.uk/guidance/storing-silage-slurry-and-agricultural-fuel-oil,"Storing silage, slurry and agricultural fuel oil",3c951850-eaec-44ee-bb0c-52e4e53a66fb,susan-ef92f343b178a474-11,"A farmer must notify the Environment Agency at least 14 days before beginning construction of a new or substantially changed store for silage, slurry or agricultural fuel oil.",section:general-rules,"notify the Environment Agency at least 14 days before you begin construction – you can also contact them for advice on planning and building a store | You must notify the Environment Agency at least 14 days before you:
build new storage for silage, slurry or agricultural fuel oil, or make substantial changes to an existing store
store field silage on a new site",,,,,,,COMPLETE,NO_CANDIDATES_FOUND,0,0,0,,,,,,,,,
ssafo-nitrates,https://www.gov.uk/guidance/storing-silage-slurry-and-agricultural-fuel-oil,"Storing silage, slurry and agricultural fuel oil",3c951850-eaec-44ee-bb0c-52e4e53a66fb,susan-ef92f343b178a474-12,A farmer must not pollute the surrounding environment — for example rivers or other watercourses — when constructing storage.,section:general-rules,make sure you do not pollute the surrounding environment – for example rivers or other watercourses,m-0698f8a5,GUIDANCE_BROADER,medium,0.6681,,"This regulation sets a specific 50-metre minimum siting distance from watercourses as a floor. The guidance's general statement not to pollute rivers or watercourses when constructing storage is broader than (but consistent with) this specific rule, raising the obligation to a general no-pollution standard rather than a precise distance.",COMPLETE,HAS_REPORTABLE_COMPARISON,7,4,3,bcand:297badcb25473d76,Storage for organic manure must be sited at least 50 metres from a watercourse or conduit leading to a watercourse.,lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/regulation/25/8,,,regulation:25:paragraph:8:subparagraph:c
ssafo-nitrates,https://www.gov.uk/guidance/storing-silage-slurry-and-agricultural-fuel-oil,"Storing silage, slurry and agricultural fuel oil",3c951850-eaec-44ee-bb0c-52e4e53a66fb,susan-ef92f343b178a474-12,A farmer must not pollute the surrounding environment — for example rivers or other watercourses — when constructing storage.,section:general-rules,make sure you do not pollute the surrounding environment – for example rivers or other watercourses,m-935df1e9,GUIDANCE_INCOMPLETE,medium,0.6753,,"This regulation prohibits storage on slopes ≥12 degrees within 30 metres of surface water — a specific anti-pollution rule for storage siting. The guidance mentions not polluting watercourses but omits this specific slope/proximity condition, so the guidance is incomplete relative to this provision.",COMPLETE,HAS_REPORTABLE_COMPARISON,7,4,3,bcand:6b2c180707a5d1b9,Organic manure storage is prohibited on land having a slope of 12 degrees or more which is within 30 metres of surface water.,lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/regulation/23/3,,,regulation:23:paragraph:3:subparagraph:e
ssafo-nitrates,https://www.gov.uk/guidance/storing-silage-slurry-and-agricultural-fuel-oil,"Storing silage, slurry and agricultural fuel oil",3c951850-eaec-44ee-bb0c-52e4e53a66fb,susan-ef92f343b178a474-12,A farmer must not pollute the surrounding environment — for example rivers or other watercourses — when constructing storage.,section:general-rules,make sure you do not pollute the surrounding environment – for example rivers or other watercourses,m-3dcf2928,GUIDANCE_INCOMPLETE,medium,0.659,,"This provision prohibits storage on land liable to flooding or becoming waterlogged — a specific anti-pollution/contamination rule directly relevant to protecting watercourses. The guidance's general no-pollution statement does not capture this specific condition, making it incomplete relative to this provision.",COMPLETE,HAS_REPORTABLE_COMPARISON,7,4,3,bcand:a8595c5f41768721,Organic manure must not be stored in a field liable to flooding or becoming waterlogged.,lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/regulation/23/3,,,regulation:23:paragraph:3:subparagraph:a
ssafo-nitrates,https://www.gov.uk/guidance/storing-silage-slurry-and-agricultural-fuel-oil,"Storing silage, slurry and agricultural fuel oil",3c951850-eaec-44ee-bb0c-52e4e53a66fb,susan-ef92f343b178a474-12,A farmer must not pollute the surrounding environment — for example rivers or other watercourses — when constructing storage.,section:general-rules,make sure you do not pollute the surrounding environment – for example rivers or other watercourses,m-7ae606c2,GUIDANCE_INCOMPLETE,medium,0.659,,This provision requires that a storage facility must not have land drains other than a sealed impermeable pipe — a specific construction requirement to prevent pollution. The guidance mentions not polluting when constructing storage but omits this specific drainage requirement.,COMPLETE,HAS_REPORTABLE_COMPARISON,7,4,3,bcand:8485037a34c41a96,"A storage facility for organic manure must not have land drains, other than a sealed impermeable pipe.",lex-120b4f9c395b3f94,The Nitrate Pollution Prevention Regulations 2015,https://www.legislation.gov.uk/uksi/2015/668/contents/made,https://www.legislation.gov.uk/uksi/2015/668/regulation/25/8,,,regulation:25:paragraph:8:subparagraph:b
ssafo-nitrates,https://www.gov.uk/guidance/storing-silage-slurry-and-agricultural-fuel-oil,"Storing silage, slurry and agricultural fuel oil",3c951850-eaec-44ee-bb0c-52e4e53a66fb,susan-ef92f343b178a474-13,"Once storage is built, a farmer must carry out maintenance to make sure there is no risk of pollution.",,Once your storage is built you must carry out maintenance to make sure there's no risk of pollution.,,,,,,,COMPLETE,NO_CANDIDATES_FOUND,0,0,0,,,,,,,,,
ssafo-nitrates,https://www.gov.uk/guidance/storing-silage-slurry-and-agricultural-fuel-oil,"Storing silage, slurry and agricultural fuel oil",3c951850-eaec-44ee-bb0c-52e4e53a66fb,susan-ef92f343b178a474-14,A farmer must notify the Environment Agency at least 14 days before storing field silage on a new site.,,"You must notify the Environment Agency at least 14 days before you:
build new storage for silage, slurry or agricultural fuel oil, or make substantial changes to an existing store
store field silage on a new site",m-bc81dac4,GROUNDED,high,0.7608,,"This provision places a duty on the person with custody or control of field silage to ensure the Agency receives at least 14 days' notice before first use of a new site — matching the guidance precisely in both the duty-holder (farmer/person in control), the trigger (new site/first use), and the notice period (14 days).",COMPLETE,HAS_REPORTABLE_COMPARISON,2,1,1,bcand:297c76a9383be4bc,A person who has custody or control of field silage or silage stored on open land must ensure that the Agency is given notice of the place where the silage is to be made or stored at least 14 days before the place is first used for that purpose.,lex-e71fbbe3342ac0be,"The Water Resources (Control of Pollution) (Silage, Slurry and Agricultural Fuel Oil) (England) Regulations 2010",https://www.legislation.gov.uk/uksi/2010/639/contents/made,https://www.legislation.gov.uk/uksi/2010/639/regulation/3/1,,,regulation:3:paragraph:1:subparagraph:c:item:i
ssafo-nitrates,https://www.gov.uk/guidance/storing-silage-slurry-and-agricultural-fuel-oil,"Storing silage, slurry and agricultural fuel oil",3c951850-eaec-44ee-bb0c-52e4e53a66fb,susan-ef92f343b178a474-15,The rules for storing silage do not apply to silage stored temporarily in a container or trailer for transportation.,section:rules-for-making-and-storing-silage,The rules do not apply to silage you store temporarily in a container or trailer for transportation.,,,,,,,COMPLETE,ONLY_UNGROUNDED_CANDIDATES,1,0,1,,,,,,,,,
